Iteracion,Temperatura,Fase
285,355468742005620736.000000,0
286,355468742005620736.000000,0
287,355468742005620736.000000,0
288,355468742005620736.000000,0
289,355468742005620736.000000,0
290,355468742005620736.000000,0
291,355468742005620736.000000,0
292,355468742005620736.000000,0
293,355468742005620736.000000,0
294,355468742005620736.000000,0
295,355468742005620736.000000,0
296,355468742005620736.000000,0
297,355468742005620736.000000,0
298,355468742005620736.000000,0
299,355468742005620736.000000,0
300,355468742005620736.000000,0
301,355468742005620736.000000,0
302,355468742005620736.000000,0
303,355468742005620736.000000,0
304,355468742005620736.000000,0
305,355468742005620736.000000,0
306,355468742005620736.000000,0
307,355468742005620736.000000,0
308,355468742005620736.000000,0
309,355468742005620736.000000,0
310,355468742005620736.000000,0
311,17773437237719990272.000000,0
312,17773437237719990272.000000,0
313,17773437237719990272.000000,0
314,17773437237719990272.000000,0
315,17773437237719990272.000000,0
316,17773437237719990272.000000,0
317,17773437237719990272.000000,0
318,17773437237719990272.000000,0
319,17773437237719990272.000000,0
320,17773437237719990272.000000,0
321,17773437237719990272.000000,0
322,17773437237719990272.000000,0
323,17773437237719990272.000000,0
324,17773437237719990272.000000,0
325,17773437237719990272.000000,0
326,17773437237719990272.000000,0
327,17773437237719990272.000000,0
328,17773437237719990272.000000,0
329,17773437237719990272.000000,0
330,17773437237719990272.000000,0
331,17773437237719990272.000000,0
332,17773437237719990272.000000,0
333,17773437237719990272.000000,0
334,17773437237719990272.000000,0
335,17773437237719990272.000000,0
336,17773437237719990272.000000,0
337,17773437237719990272.000000,0
338,17773437237719990272.000000,0
339,17773437237719990272.000000,0
340,17773437237719990272.000000,0
341,17773437237719990272.000000,0
342,888671881677208813568.000000,0
343,888671881677208813568.000000,0
344,888671881677208813568.000000,0
345,888671881677208813568.000000,0
346,888671881677208813568.000000,0
347,888671881677208813568.000000,0
348,888671881677208813568.000000,0
349,888671881677208813568.000000,0
350,888671881677208813568.000000,0
351,888671881677208813568.000000,0
352,888671881677208813568.000000,0
353,888671881677208813568.000000,0
354,888671881677208813568.000000,0
355,888671881677208813568.000000,0
356,888671881677208813568.000000,0
357,888671881677208813568.000000,0
358,888671881677208813568.000000,0
359,888671881677208813568.000000,0
360,888671881677208813568.000000,0
361,888671881677208813568.000000,0
362,888671881677208813568.000000,0
363,888671881677208813568.000000,0
364,888671881677208813568.000000,0
365,888671881677208813568.000000,0
366,888671881677208813568.000000,0
367,888671881677208813568.000000,0
368,888671881677208813568.000000,0
369,888671881677208813568.000000,0
370,888671881677208813568.000000,0
371,888671881677208813568.000000,0
372,888671881677208813568.000000,0
373,44433594787547882455040.000000,0
374,44433594787547882455040.000000,0
375,44433594787547882455040.000000,0
376,44433594787547882455040.000000,0
377,44433594787547882455040.000000,0
378,44433594787547882455040.000000,0
379,44433594787547882455040.000000,0
380,44433594787547882455040.000000,0
381,44433594787547882455040.000000,0
382,44433594787547882455040.000000,0
383,44433594787547882455040.000000,0
384,44433594787547882455040.000000,0
385,44433594787547882455040.000000,0
386,44433594787547882455040.000000,0
387,44433594787547882455040.000000,0
388,44433594787547882455040.000000,0
389,44433594787547882455040.000000,0
390,44433594787547882455040.000000,0
391,44433594787547882455040.000000,0
392,44433594787547882455040.000000,0
393,44433594787547882455040.000000,0
394,44433594787547882455040.000000,0
395,44433594787547882455040.000000,0
396,44433594787547882455040.000000,0
397,44433594787547882455040.000000,0
398,44433594787547882455040.000000,0
399,44433594787547882455040.000000,0
400,44433594787547882455040.000000,0
401,44433594787547882455040.000000,0
402,44433594787547882455040.000000,0
403,44433594787547882455040.000000,0
404,2221679739377394122752000.000000,0
405,2221679739377394122752000.000000,0
406,2221679739377394122752000.000000,0
407,2221679739377394122752000.000000,0
408,2221679739377394122752000.000000,0
409,2221679739377394122752000.000000,0
410,2221679739377394122752000.000000,0
411,2221679739377394122752000.000000,0
412,2221679739377394122752000.000000,0
413,2221679739377394122752000.000000,0
414,2221679739377394122752000.000000,0
415,2221679739377394122752000.000000,0
416,2221679739377394122752000.000000,0
417,2221679739377394122752000.000000,0
418,2221679739377394122752000.000000,0
419,2221679739377394122752000.000000,0
420,2221679739377394122752000.000000,0
421,2221679739377394122752000.000000,0
422,2221679739377394122752000.000000,0
423,2221679739377394122752000.000000,0
424,2221679739377394122752000.000000,0
425,2221679739377394122752000.000000,0
426,2221679739377394122752000.000000,0
427,2221679739377394122752000.000000,0
428,2221679739377394122752000.000000,0
429,2221679739377394122752000.000000,0
430,2221679739377394122752000.000000,0
431,2221679739377394122752000.000000,0
432,2221679739377394122752000.000000,0
433,2221679739377394122752000.000000,0
434,2221679739377394122752000.000000,0
435,111083986968869706137600000.000000,0
436,111083986968869706137600000.000000,0
437,111083986968869706137600000.000000,0
438,111083986968869706137600000.000000,0
439,111083986968869706137600000.000000,0
440,111083986968869706137600000.000000,0
441,111083986968869706137600000.000000,0
442,111083986968869706137600000.000000,0
443,111083986968869706137600000.000000,0
444,111083986968869706137600000.000000,0
445,111083986968869706137600000.000000,0
446,111083986968869706137600000.000000,0
447,111083986968869706137600000.000000,0
448,111083986968869706137600000.000000,0
449,111083986968869706137600000.000000,0
450,111083986968869706137600000.000000,0
451,111083986968869706137600000.000000,0
452,111083986968869706137600000.000000,0
453,111083986968869706137600000.000000,0
454,111083986968869706137600000.000000,0
455,111083986968869706137600000.000000,0
456,111083986968869706137600000.000000,0
457,111083986968869706137600000.000000,0
458,111083986968869706137600000.000000,0
459,111083986968869706137600000.000000,0
460,111083986968869706137600000.000000,0
461,111083986968869706137600000.000000,0
462,111083986968869706137600000.000000,0
463,111083986968869706137600000.000000,0
464,111083986968869706137600000.000000,0
465,111083986968869706137600000.000000,0
466,5554199532910926043975516160.000000,0
467,5554199532910926043975516160.000000,0
468,5554199532910926043975516160.000000,0
469,5554199532910926043975516160.000000,0
470,5554199532910926043975516160.000000,0
471,5554199532910926043975516160.000000,0
472,5554199532910926043975516160.000000,0
473,5554199532910926043975516160.000000,0
474,5554199532910926043975516160.000000,0
475,5554199532910926043975516160.000000,0
476,5554199532910926043975516160.000000,0
477,5554199532910926043975516160.000000,0
478,5554199532910926043975516160.000000,0
479,5554199532910926043975516160.000000,0
480,5554199532910926043975516160.000000,0
481,5554199532910926043975516160.000000,0
482,5554199532910926043975516160.000000,0
483,5554199532910926043975516160.000000,0
484,5554199532910926043975516160.000000,0
485,5554199532910926043975516160.000000,0
486,5554199532910926043975516160.000000,0
487,5554199532910926043975516160.000000,0
488,5554199532910926043975516160.000000,0
489,5554199532910926043975516160.000000,0
490,5554199532910926043975516160.000000,0
491,5554199532910926043975516160.000000,0
492,5554199532910926043975516160.000000,0
493,5554199532910926043975516160.000000,0
494,5554199532910926043975516160.000000,0
495,5554199532910926043975516160.000000,0
496,5554199532910926043975516160.000000,0
497,277709981367912785068421021696.000000,0
498,277709981367912785068421021696.000000,0
499,277709981367912785068421021696.000000,0
500,277709981367912785068421021696.000000,0
501,277709981367912785068421021696.000000,0
502,277709981367912785068421021696.000000,0
503,277709981367912785068421021696.000000,0
504,277709981367912785068421021696.000000,0
505,277709981367912785068421021696.000000,0
506,277709981367912785068421021696.000000,0
507,277709981367912785068421021696.000000,0
508,277709981367912785068421021696.000000,0
509,277709981367912785068421021696.000000,0
510,277709981367912785068421021696.000000,0
511,277709981367912785068421021696.000000,0
512,277709981367912785068421021696.000000,0
513,277709981367912785068421021696.000000,0
514,277709981367912785068421021696.000000,0
515,277709981367912785068421021696.000000,0
516,277709981367912785068421021696.000000,0
517,277709981367912785068421021696.000000,0
518,277709981367912785068421021696.000000,0
519,277709981367912785068421021696.000000,0
520,277709981367912785068421021696.000000,0
521,277709981367912785068421021696.000000,0
522,277709981367912785068421021696.000000,0
523,277709981367912785068421021696.000000,0
524,277709981367912785068421021696.000000,0
525,277709981367912785068421021696.000000,0
526,277709981367912785068421021696.000000,0
527,277709981367912785068421021696.000000,0
528,13885499521742821608906991599616.000000,0
529,13885499521742821608906991599616.000000,0
530,13885499521742821608906991599616.000000,0
531,13885499521742821608906991599616.000000,0
532,13885499521742821608906991599616.000000,0
533,13885499521742821608906991599616.000000,0
534,13885499521742821608906991599616.000000,0
535,13885499521742821608906991599616.000000,0
536,13885499521742821608906991599616.000000,0
537,13885499521742821608906991599616.000000,0
538,13885499521742821608906991599616.000000,0
539,13885499521742821608906991599616.000000,0
540,13885499521742821608906991599616.000000,0
541,13885499521742821608906991599616.000000,0
542,13885499521742821608906991599616.000000,0
543,13885499521742821608906991599616.000000,0
544,13885499521742821608906991599616.000000,0
545,13885499521742821608906991599616.000000,0
546,13885499521742821608906991599616.000000,0
547,13885499521742821608906991599616.000000,0
548,13885499521742821608906991599616.000000,0
549,13885499521742821608906991599616.000000,0
550,13885499521742821608906991599616.000000,0
551,13885499521742821608906991599616.000000,0
552,13885499521742821608906991599616.000000,0
553,13885499521742821608906991599616.000000,0
554,13885499521742821608906991599616.000000,0
555,13885499521742821608906991599616.000000,0
556,13885499521742821608906991599616.000000,0
557,13885499521742821608906991599616.000000,0
558,13885499521742821608906991599616.000000,0
559,694274995429954194279416375279616.000000,0
560,694274995429954194279416375279616.000000,0
561,694274995429954194279416375279616.000000,0
562,694274995429954194279416375279616.000000,0
563,694274995429954194279416375279616.000000,0
564,694274995429954194279416375279616.000000,0
565,694274995429954194279416375279616.000000,0
566,694274995429954194279416375279616.000000,0
567,694274995429954194279416375279616.000000,0
568,694274995429954194279416375279616.000000,0
569,694274995429954194279416375279616.000000,0
570,694274995429954194279416375279616.000000,0
571,694274995429954194279416375279616.000000,0
572,694274995429954194279416375279616.000000,0
573,694274995429954194279416375279616.000000,0
574,694274995429954194279416375279616.000000,0
575,694274995429954194279416375279616.000000,0
576,694274995429954194279416375279616.000000,0
577,694274995429954194279416375279616.000000,0
578,694274995429954194279416375279616.000000,0
579,694274995429954194279416375279616.000000,0
580,694274995429954194279416375279616.000000,0
581,694274995429954194279416375279616.000000,0
582,694274995429954194279416375279616.000000,0
583,694274995429954194279416375279616.000000,0
584,694274995429954194279416375279616.000000,0
585,694274995429954194279416375279616.000000,0
586,694274995429954194279416375279616.000000,0
587,694274995429954194279416375279616.000000,0
588,694274995429954194279416375279616.000000,0
589,694274995429954194279416375279616.000000,0
590,34713750080982719535315887488761856.000000,0
591,34713750080982719535315887488761856.000000,0
592,34713750080982719535315887488761856.000000,0
593,34713750080982719535315887488761856.000000,0
594,34713750080982719535315887488761856.000000,0
595,34713750080982719535315887488761856.000000,0
596,34713750080982719535315887488761856.000000,0
597,34713750080982719535315887488761856.000000,0
598,34713750080982719535315887488761856.000000,0
599,34713750080982719535315887488761856.000000,0
600,34713750080982719535315887488761856.000000,0
601,34713750080982719535315887488761856.000000,0
602,34713750080982719535315887488761856.000000,0
603,34713750080982719535315887488761856.000000,0
604,34713750080982719535315887488761856.000000,0
605,34713750080982719535315887488761856.000000,0
606,34713750080982719535315887488761856.000000,0
607,34713750080982719535315887488761856.000000,0
608,34713750080982719535315887488761856.000000,0
609,34713750080982719535315887488761856.000000,0
610,34713750080982719535315887488761856.000000,0
611,34713750080982719535315887488761856.000000,0
612,34713750080982719535315887488761856.000000,0
613,34713750080982719535315887488761856.000000,0
614,34713750080982719535315887488761856.000000,0
615,34713750080982719535315887488761856.000000,0
616,34713750080982719535315887488761856.000000,0
617,34713750080982719535315887488761856.000000,0
618,34713750080982719535315887488761856.000000,0
619,34713750080982719535315887488761856.000000,0
620,34713750080982719535315887488761856.000000,0
621,1735687484242095348199709976052105216.000000,0
622,1735687484242095348199709976052105216.000000,0
623,1735687484242095348199709976052105216.000000,0
624,1735687484242095348199709976052105216.000000,0
625,1735687484242095348199709976052105216.000000,0
626,1735687484242095348199709976052105216.000000,0
627,1735687484242095348199709976052105216.000000,0
628,1735687484242095348199709976052105216.000000,0
629,1735687484242095348199709976052105216.000000,0
630,1735687484242095348199709976052105216.000000,0
631,1735687484242095348199709976052105216.000000,0
632,1735687484242095348199709976052105216.000000,0
633,1735687484242095348199709976052105216.000000,0
634,1735687484242095348199709976052105216.000000,0
635,1735687484242095348199709976052105216.000000,0
636,1735687484242095348199709976052105216.000000,0
637,1735687484242095348199709976052105216.000000,0
638,1735687484242095348199709976052105216.000000,0
639,1735687484242095348199709976052105216.000000,0
640,1735687484242095348199709976052105216.000000,0
641,1735687484242095348199709976052105216.000000,0
642,1735687484242095348199709976052105216.000000,0
643,1735687484242095348199709976052105216.000000,0
644,1735687484242095348199709976052105216.000000,0
645,1735687484242095348199709976052105216.000000,0
646,1735687484242095348199709976052105216.000000,0
647,1735687484242095348199709976052105216.000000,0
648,1735687484242095348199709976052105216.000000,0
649,1735687484242095348199709976052105216.000000,0
650,1735687484242095348199709976052105216.000000,0
651,1735687484242095348199709976052105216.000000,0
652,86784374212104767409985498802605260800.000000,0
653,86784374212104767409985498802605260800.000000,0
654,86784374212104767409985498802605260800.000000,0
655,86784374212104767409985498802605260800.000000,0
656,86784374212104767409985498802605260800.000000,0
657,86784374212104767409985498802605260800.000000,0
658,86784374212104767409985498802605260800.000000,0
659,86784374212104767409985498802605260800.000000,0
660,86784374212104767409985498802605260800.000000,0
661,86784374212104767409985498802605260800.000000,0
662,86784374212104767409985498802605260800.000000,0
663,86784374212104767409985498802605260800.000000,0
664,86784374212104767409985498802605260800.000000,0
665,86784374212104767409985498802605260800.000000,0
666,86784374212104767409985498802605260800.000000,0
667,86784374212104767409985498802605260800.000000,0
668,86784374212104767409985498802605260800.000000,0
669,86784374212104767409985498802605260800.000000,0
670,86784374212104767409985498802605260800.000000,0
671,86784374212104767409985498802605260800.000000,0
672,86784374212104767409985498802605260800.000000,0
673,86784374212104767409985498802605260800.000000,0
674,86784374212104767409985498802605260800.000000,0
675,86784374212104767409985498802605260800.000000,0
676,86784374212104767409985498802605260800.000000,0
677,86784374212104767409985498802605260800.000000,0
678,86784374212104767409985498802605260800.000000,0
679,86784374212104767409985498802605260800.000000,0
680,86784374212104767409985498802605260800.000000,0
681,86784374212104767409985498802605260800.000000,0
682,86784374212104767409985498802605260800.000000,0
683,inf,0
684,inf,0
685,inf,0
686,inf,0
687,inf,0
688,inf,0
689,inf,0
690,inf,0
691,inf,0
692,inf,0
693,inf,0
694,inf,0
695,inf,0
696,inf,0
697,inf,0
698,inf,0
699,inf,0
700,inf,0
701,inf,0
702,inf,0
703,inf,0
704,inf,0
705,inf,0
706,inf,0
707,inf,0
708,inf,0
709,inf,0
710,inf,0
711,inf,0
712,inf,0
713,inf,0
714,inf,0
715,inf,0
716,inf,0
717,inf,0
718,inf,0
719,inf,0
720,inf,0
721,inf,0
722,inf,0
723,inf,0
724,inf,0
725,inf,0
726,inf,0
727,inf,0
728,inf,0
729,inf,0
730,inf,0
731,inf,0
732,inf,0
733,inf,0
734,inf,0
735,inf,0
736,inf,0
737,inf,0
738,inf,0
739,inf,0
740,inf,0
741,inf,0
742,inf,0
743,inf,0
744,inf,0
745,inf,0
746,inf,0
747,inf,0
748,inf,0
749,inf,0
750,inf,0
751,inf,0
752,inf,0
753,inf,0
754,inf,0
755,inf,0
756,inf,0
757,inf,0
758,inf,0
759,inf,0
760,inf,0
761,inf,0
762,inf,0
763,inf,0
764,inf,0
765,inf,0
766,inf,0
767,inf,0
768,inf,0
769,inf,0
770,inf,0
771,inf,0
772,inf,0
773,inf,0
774,inf,0
775,inf,0
776,inf,0
777,inf,0
778,inf,0
779,inf,0
780,inf,0
781,inf,0
782,inf,0
783,inf,0
784,inf,0
785,inf,0
786,inf,0
787,inf,0
788,inf,0
789,inf,0
790,inf,0
791,inf,0
792,inf,0
793,inf,0
794,inf,0
795,inf,0
796,inf,0
797,inf,0
798,inf,0
799,inf,0
800,inf,0
801,inf,0
802,inf,0
803,inf,0
804,inf,0
805,inf,0
806,inf,0
807,inf,0
808,inf,0
809,inf,0
810,inf,0
811,inf,0
812,inf,0
813,inf,0
814,inf,0
815,inf,0
816,inf,0
817,inf,0
818,inf,0
819,inf,0
820,inf,0
821,inf,0
822,inf,0
823,inf,0
824,inf,0
825,inf,0
826,inf,0
827,inf,0
828,inf,0
829,inf,0
830,inf,0
831,inf,0
832,inf,0
833,inf,0
834,inf,0
835,inf,0
836,inf,0
837,inf,0
838,inf,0
839,inf,0
840,inf,0
841,inf,0
842,inf,0
843,inf,0
844,inf,0
845,inf,0
846,inf,0
847,inf,0
848,inf,0
849,inf,0
850,inf,0
851,inf,0
852,inf,0
853,inf,0
854,inf,0
855,inf,0
856,inf,0
857,inf,0
858,inf,0
859,inf,0
860,inf,0
861,inf,0
862,inf,0
863,inf,0
864,inf,0
865,inf,0
866,inf,0
867,inf,0
868,inf,0
869,inf,0
870,inf,0
871,inf,0
872,inf,0
873,inf,0
874,inf,0
875,inf,0
876,inf,0
877,inf,0
878,inf,0
879,inf,0
880,inf,0
881,inf,0
882,inf,0
883,inf,0
884,inf,0
885,inf,0
886,inf,0
887,inf,0
888,inf,0
889,inf,0
890,inf,0
891,inf,0
892,inf,0
893,inf,0
894,inf,0
895,inf,0
896,inf,0
897,inf,0
898,inf,0
899,inf,0
900,inf,0
901,inf,0
902,inf,0
903,inf,0
904,inf,0
905,inf,0
906,inf,0
907,inf,0
908,inf,0
909,inf,0
910,inf,0
911,inf,0
912,inf,0
913,inf,0
914,inf,0
915,inf,0
916,inf,0
917,inf,0
918,inf,0
919,inf,0
920,inf,0
921,inf,0
922,inf,0
923,inf,0
924,inf,0
925,inf,0
926,inf,0
927,inf,0
928,inf,0
929,inf,0
930,inf,0
931,inf,0
932,inf,0
933,inf,0
934,inf,0
935,inf,0
936,inf,0
937,inf,0
938,inf,0
939,inf,0
940,inf,0
941,inf,0
942,inf,0
943,inf,0
944,inf,0
945,inf,0
946,inf,0
947,inf,0
948,inf,0
949,inf,0
950,inf,0
951,inf,0
952,inf,0
953,inf,0
954,inf,0
955,inf,0
956,inf,0
957,inf,0
958,inf,0
959,inf,0
960,inf,0
961,inf,0
962,inf,0
963,inf,0
964,inf,0
965,inf,0
966,inf,0
967,inf,0
968,inf,0
969,inf,0
970,inf,0
971,inf,0
972,inf,0
973,inf,0
974,inf,0
975,inf,0
976,inf,0
977,inf,0
978,inf,0
979,inf,0
980,inf,0
981,inf,0
982,inf,0
983,inf,0
984,inf,0
985,inf,0
986,inf,0
987,inf,0
988,inf,0
989,inf,0
990,inf,0
991,inf,0
992,inf,0
993,inf,0
994,inf,0
995,inf,0
996,inf,0
997,inf,0
998,inf,0
999,inf,0
1000,inf,0
1001,inf,0
1002,inf,0
1003,inf,0
1004,inf,0
1005,inf,0
1006,inf,0
1007,inf,0
1008,inf,0
1009,inf,0
1010,inf,0
1011,inf,0
1012,inf,0
1013,inf,0
1014,inf,0
1015,inf,0
1016,inf,0
1017,inf,0
1018,inf,0
1019,inf,0
1020,inf,0
1021,inf,0
1022,inf,0
1023,inf,0
1024,0.000000,1
1025,0.000000,1
1026,0.000000,1
1027,0.000000,1
1028,0.000000,1
1029,0.000000,1
1030,0.000000,1
1031,0.000000,1
1032,0.000000,1
1033,0.000000,1
1034,0.000000,1
1035,0.000000,1
1036,0.000000,1
1037,0.000000,1
1038,0.000000,1
1039,0.000000,1
1040,0.000000,1
1041,0.000000,1
1042,0.000000,1
1043,0.000000,1
1044,0.000000,1
1045,0.000000,1
1046,0.000000,1
1047,0.000000,1
1048,0.000000,1
1049,0.000000,1
1050,0.000000,1
1051,0.000000,1
1052,0.000000,1
1053,0.000000,1
1054,0.000000,1
1055,0.000000,1
1056,0.000000,1
1057,0.000000,1
1058,0.000000,1
1059,0.000000,1
1060,0.000000,1
1061,0.000000,1
1062,0.000000,1
1063,0.000000,1
1064,0.000000,1
1065,0.000000,1
1066,0.000000,1
1067,0.000000,1
1068,0.000000,1
1069,0.000000,1
1070,0.000000,1
1071,0.000000,1
1072,0.000000,1
1073,0.000000,1
1074,0.000000,1
1075,0.000000,1
1076,0.000000,1
1077,0.000000,1
1078,0.000000,1
1079,0.000000,1
1080,0.000000,1
1081,0.000000,1
1082,0.000000,1
1083,0.000000,1
1084,0.000000,1
1085,0.000000,1
1086,0.000000,1
1087,0.000000,1
1088,0.000000,1
1089,0.000000,1
1090,0.000000,1
1091,0.000000,1
1092,0.000000,1
1093,0.000000,1
1094,0.000000,1
1095,0.000000,1
1096,0.000000,1
1097,0.000000,1
1098,0.000000,1
1099,0.000000,1
1100,0.000000,1
1101,0.000000,1
1102,0.000000,1
1103,0.000000,1
1104,0.000000,1
1105,0.000000,1
1106,0.000000,1
1107,0.000000,1
1108,0.000000,1
1109,0.000000,1
1110,0.000000,1
1111,0.000000,1
1112,0.000000,1
1113,0.000000,1
1114,0.000000,1
1115,0.000000,1
1116,0.000000,1
1117,0.000000,1
1118,0.000000,1
1119,0.000000,1
1120,0.000000,1
1121,0.000000,1
1122,0.000000,1
1123,0.000000,1
1124,0.000000,1
1125,0.000000,1
1126,0.000000,1
1127,0.000000,1
1128,0.000000,1
1129,0.000000,1
1130,0.000000,1
1131,0.000000,1
1132,0.000000,1
1133,0.000000,1
1134,0.000000,1
1135,0.000000,1
1136,0.000000,1
1137,0.000000,1
1138,0.000000,1
1139,0.000000,1
1140,0.000000,1
1141,0.000000,1
1142,0.000000,1
1143,0.000000,1
